0,0,0,3500
466,554,740,500
440,554,740,8000
440,554,659.26,2500
415,493.88,659.26,2000
440,554,659.26,1500
440,587.33,740,2500
440,554,659.26,3000
415,493.88,659.26,500
440,554,659.26,1000
440,554,740,1000
415,493.88,622,2000
440,554,659.26,2000
